Step,AdamW_weight_decay_0.0001 - nuc_by_fro_norm_value/avg,AdamW_weight_decay_0.0001 - nuc_by_fro_norm_value/avg__MIN,AdamW_weight_decay_0.0001 - nuc_by_fro_norm_value/avg__MAX,AdamW_weight_decay_0.0005 - nuc_by_fro_norm_value/avg,AdamW_weight_decay_0.0005 - nuc_by_fro_norm_value/avg__MIN,AdamW_weight_decay_0.0005 - nuc_by_fro_norm_value/avg__MAX,AdamW_weight_decay_0.001 - nuc_by_fro_norm_value/avg,AdamW_weight_decay_0.001 - nuc_by_fro_norm_value/avg__MIN,AdamW_weight_decay_0.001 - nuc_by_fro_norm_value/avg__MAX,AdamW_weight_decay_0.005 - nuc_by_fro_norm_value/avg,AdamW_weight_decay_0.005 - nuc_by_fro_norm_value/avg__MIN,AdamW_weight_decay_0.005 - nuc_by_fro_norm_value/avg__MAX,AdamW_weight_decay_0.01 - nuc_by_fro_norm_value/avg,AdamW_weight_decay_0.01 - nuc_by_fro_norm_value/avg__MIN,AdamW_weight_decay_0.01 - nuc_by_fro_norm_value/avg__MAX,AdamW_weight_decay_0.05 - nuc_by_fro_norm_value/avg,AdamW_weight_decay_0.05 - nuc_by_fro_norm_value/avg__MIN,AdamW_weight_decay_0.05 - nuc_by_fro_norm_value/avg__MAX,AdamW_weight_decay_0.1 - nuc_by_fro_norm_value/avg,AdamW_weight_decay_0.1 - nuc_by_fro_norm_value/avg__MIN,AdamW_weight_decay_0.1 - nuc_by_fro_norm_value/avg__MAX,AdamW_weight_decay_0.5 - nuc_by_fro_norm_value/avg,AdamW_weight_decay_0.5 - nuc_by_fro_norm_value/avg__MIN,AdamW_weight_decay_0.5 - nuc_by_fro_norm_value/avg__MAX
108,3.7647392749786400,3.7647392749786400,3.7647392749786400,3.6444289684295700,3.6444289684295700,3.6444289684295700,3.4703431129455600,3.4703431129455600,3.4703431129455600,3.684859275817870,3.684859275817870,3.684859275817870,3.5548202991485600,3.5548202991485600,3.5548202991485600,3.056239128112790,3.056239128112790,3.056239128112790,2.3477234840393100,2.3477234840393100,2.3477234840393100,1.209612488746640,1.209612488746640,1.209612488746640
109,3.765535831451420,3.765535831451420,3.765535831451420,3.645094394683840,3.645094394683840,3.645094394683840,3.4714150428772000,3.4714150428772000,3.4714150428772000,3.687039613723760,3.687039613723760,3.687039613723760,3.5558173656463600,3.5558173656463600,3.5558173656463600,3.0560154914856000,3.0560154914856000,3.0560154914856000,2.3486788272857700,2.3486788272857700,2.3486788272857700,1.2096811532974200,1.2096811532974200,1.2096811532974200
110,3.765787124633790,3.765787124633790,3.765787124633790,3.6458637714386000,3.6458637714386000,3.6458637714386000,3.4716811180114700,3.4716811180114700,3.4716811180114700,3.686917543411260,3.686917543411260,3.686917543411260,3.5565261840820300,3.5565261840820300,3.5565261840820300,3.055788040161130,3.055788040161130,3.055788040161130,2.3491103649139400,2.3491103649139400,2.3491103649139400,1.2097570896148700,1.2097570896148700,1.2097570896148700
111,3.7662274837493900,3.7662274837493900,3.7662274837493900,3.6456046104431200,3.6456046104431200,3.6456046104431200,3.472541093826290,3.472541093826290,3.472541093826290,3.6873507499694800,3.6873507499694800,3.6873507499694800,3.5564663410186800,3.5564663410186800,3.5564663410186800,3.0560641288757300,3.0560641288757300,3.0560641288757300,2.3490781784057600,2.3490781784057600,2.3490781784057600,1.2097842693328900,1.2097842693328900,1.2097842693328900
112,3.7667036056518600,3.7667036056518600,3.7667036056518600,3.646003007888790,3.646003007888790,3.646003007888790,3.4733142852783200,3.4733142852783200,3.4733142852783200,3.6880781650543200,3.6880781650543200,3.6880781650543200,3.5568158626556400,3.5568158626556400,3.5568158626556400,3.056151866912840,3.056151866912840,3.056151866912840,2.3486690521240200,2.3486690521240200,2.3486690521240200,1.2097123861312900,1.2097123861312900,1.2097123861312900
113,3.7668957710266100,3.7668957710266100,3.7668957710266100,3.6459546089172400,3.6459546089172400,3.6459546089172400,3.4736247062683100,3.4736247062683100,3.4736247062683100,3.6884310245513900,3.6884310245513900,3.6884310245513900,3.556903839111330,3.556903839111330,3.556903839111330,3.0562548637390100,3.0562548637390100,3.0562548637390100,2.348607301712040,2.348607301712040,2.348607301712040,1.2098181247711200,1.2098181247711200,1.2098181247711200
114,3.7673182487487800,3.7673182487487800,3.7673182487487800,3.6465115547180200,3.6465115547180200,3.6465115547180200,3.4740841388702400,3.4740841388702400,3.4740841388702400,3.688645839691160,3.688645839691160,3.688645839691160,3.5570566654205300,3.5570566654205300,3.5570566654205300,3.0565106868743900,3.0565106868743900,3.0565106868743900,2.348505735397340,2.348505735397340,2.348505735397340,1.2098383903503400,1.2098383903503400,1.2098383903503400
115,3.767381191253660,3.767381191253660,3.767381191253660,3.646599054336550,3.646599054336550,3.646599054336550,3.4743082523345900,3.4743082523345900,3.4743082523345900,3.6887149810791000,3.6887149810791000,3.6887149810791000,3.5573251247406000,3.5573251247406000,3.5573251247406000,3.0568625926971400,3.0568625926971400,3.0568625926971400,2.3486359119415300,2.3486359119415300,2.3486359119415300,1.2098430395126300,1.2098430395126300,1.2098430395126300
116,3.767526388168340,3.767526388168340,3.767526388168340,3.6467814445495600,3.6467814445495600,3.6467814445495600,3.4744136333465600,3.4744136333465600,3.4744136333465600,3.6889586448669400,3.6889586448669400,3.6889586448669400,3.557429790496830,3.557429790496830,3.557429790496830,3.056969165802000,3.056969165802000,3.056969165802000,2.348629951477050,2.348629951477050,2.348629951477050,1.2098594903945900,1.2098594903945900,1.2098594903945900
117,3.7675137519836400,3.7675137519836400,3.7675137519836400,3.6468346118927,3.6468346118927,3.6468346118927,3.474607467651370,3.474607467651370,3.474607467651370,3.689039707183840,3.689039707183840,3.689039707183840,3.557507276535030,3.557507276535030,3.557507276535030,3.056905508041380,3.056905508041380,3.056905508041380,2.348663806915280,2.348663806915280,2.348663806915280,1.209903359413150,1.209903359413150,1.209903359413150
118,3.7676446437835700,3.7676446437835700,3.7676446437835700,3.646921157836910,3.646921157836910,3.646921157836910,3.474714994430540,3.474714994430540,3.474714994430540,3.6891634464263900,3.6891634464263900,3.6891634464263900,3.557565212249760,3.557565212249760,3.557565212249760,3.0570614337921100,3.0570614337921100,3.0570614337921100,2.348682165145870,2.348682165145870,2.348682165145870,1.209923267364500,1.209923267364500,1.209923267364500
119,3.767660140991210,3.767660140991210,3.767660140991210,3.646977663040160,3.646977663040160,3.646977663040160,3.474785327911380,3.474785327911380,3.474785327911380,3.6892342567443800,3.6892342567443800,3.6892342567443800,3.5576159954071000,3.5576159954071000,3.5576159954071000,3.0571281909942600,3.0571281909942600,3.0571281909942600,2.3486573696136500,2.3486573696136500,2.3486573696136500,1.2099242210388200,1.2099242210388200,1.2099242210388200
120,3.7677054405212400,3.7677054405212400,3.7677054405212400,3.6470203399658200,3.6470203399658200,3.6470203399658200,3.474811553955080,3.474811553955080,3.474811553955080,3.689268112182620,3.689268112182620,3.689268112182620,3.5576517581939700,3.5576517581939700,3.5576517581939700,3.0571556091308600,3.0571556091308600,3.0571556091308600,2.3486599922180200,2.3486599922180200,2.3486599922180200,1.209934115409850,1.209934115409850,1.209934115409850
